1, 30
2, 32
3, 39
4, 42
5, 56
6, 65
7, 108
8, 127
9, 145
10, 225
11, 287
12, 476
13, 627
14, 857
15, 1129
16, 1492
17, 2016
18, 2616
19, 3245
20, 3947
21, 4684
22, 5151
23, 6294
24, 8057
25, 9396
26, 10866
27, 12583
28, 14352
29, 16121
30, 18179
31, 18892
32, 22889
33, 23394
34, 25227
35, 27905
36, 30386
37, 33278
38, 36710
39, 39781
40, 42717
41, 45601
42, 48227
43, 51169
44, 53795
45, 55863
46, 58357
47, 60694
48, 62493
49, 64400
50, 66998
51, 68321
52, 70248
53, 72620
54, 76031
55, 78086
56, 80830
57, 83317
58, 84958
59, 87403
60, 91650
61, 97867
62, 98335
63, 107974
64, 113753
65, 122125
66, 130910
67, 139421
68, 148877
69, 164214
70, 177804
71, 193076
72, 210219
73, 225641
74, 246053
75, 259889
76, 276598
77, 299860
78, 328742
79, 353996
80, 375734
81, 401984
82, 421367
83, 448624
84, 473698
85, 510237
86, 541120
87, 567304
88, 591170
89, 622953
90, 645131
91, 679933
92, 710018
93, 738748
94, 788777
95, 816532
96, 845344
97, 873228
98, 906440
99, 948517
100, 1013633
101, 1051790
102, 1092441
103, 1124974
104, 1159060
105, 1195533
106, 1241652
107, 1281177
108, 1317590
109, 1371031
110, 1404840
111, 1451725
112, 1488767
113, 1544639
114, 1584350
115, 1632453
116, 1688864
117, 1729872
118, 1782788
119, 1834840
120, 1893810
121, 1945030
122, 2053577
123, 2108411
124, 2163938
125, 2227667
126, 2282819
127, 2346146
128, 2413009
129, 2490274
130, 2560724
131, 2637108
132, 2692033
133, 2796145
134, 2875236
135, 2945306
136, 3014471
137, 3086675
138, 3141784
139, 3293395
140, 3375665
141, 3454836
142, 3540715
143, 3620435
144, 3706327
145, 3777146
146, 3857421
147, 3955284
148, 4074115
149, 4155278
150, 4250268
151, 4366122
152, 4434808
153, 4526441
154, 4630496
155, 4746247
156, 4839131
157, 4945111
158, 5051397
159, 5140600
160, 5235171
161, 5352511
162, 5468425
163, 5753359
164, 5863247
165, 6059007
166, 6178370
167, 6302069
168, 6447102
169, 6605158
170, 6739776
171, 6879222
172, 7004914
173, 7116750
174, 7257073
175, 7399325
176, 7559131
177, 7711616
178, 7895037
179, 8045824
180, 8133882
181, 8293010
182, 8467706
183, 8647438
184, 8823668
185, 9051968
186, 9271780
187, 9415081
188, 9586464
189, 9756922
190, 9959508
191, 10173027
192, 10372633
193, 10553544
194, 10692268
195, 10914713
196, 11138370
197, 11360065
198, 11548872
199, 11740918
200, 11941162
201, 12119940
202, 12284151
203, 12589219
204, 12829864
205, 12993780
206, 13277022
207, 13445626
208, 13678580
209, 13889592
210, 14117187
211, 14335184
212, 14542974
213, 14711468
214, 14921385
215, 15137916
216, 15337337
217, 15568886
218, 15794620
219, 16001857
220, 16200975
221, 16412388
222, 16622628
223, 16823418
224, 17081380
225, 17300617
226, 17521986
227, 17735487
228, 17936475
229, 18148266
230, 18345814
231, 18547611
232, 18787878
233, 19004539
234, 19228209
235, 19451143
236, 19638991
237, 19867490
238, 20093777
239, 20323254
240, 20543465
241, 20794614
242, 21031599
243, 21268676
244, 21514154
245, 21733547
246, 21996960
247, 22252630
248, 22491838
249, 22753981
250, 22967860
251, 23190402
252, 23431686
253, 23679904
254, 23901446
255, 24073731
256, 24329332
257, 24551491
258, 24788959
259, 25021585
260, 25276776
261, 25496282
262, 25703072
263, 25898477
264, 26121117
265, 26321236
266, 26513681
267, 26725966
268, 26933293
269, 27136307
270, 27334590
271, 27536101
272, 27738632
273, 27950079
274, 28161301
275, 28388094
276, 28594828
277, 28806409
278, 29003667
279, 29242802
280, 29832507
281, 30098469
282, 30345220
283, 30600994
284, 30845323
285, 31103270
286, 31383407
287, 31634980
288, 31914299
289, 32217954
290, 32506315
291, 32805331
292, 33058571
293, 33315624
294, 33572984
295, 33953208
296, 34179447
297, 34481579
298, 34759398
299, 34990158
300, 35380888
301, 35814479
302, 36177589
303, 36551888
304, 36907312
305, 37246582
306, 37520306
307, 37931519
308, 38303698
309, 38741108
310, 39107984
311, 39489610
312, 39849316
313, 40167599
314, 40569855
315, 41046059
316, 41508985
317, 41935969
318, 42426586
319, 42862534
320, 43178578
321, 43591717
322, 44032488
323, 44458968
324, 44950194
325, 45428334
326, 46933277
327, 47328396
328, 41338399
329, 41696563
330, 42058783
331, 42434192
332, 42751920
333, 43103506
334, 43380335
335, 43723555
336, 44086740
337, 44410880
338, 44725552
339, 45017158
340, 45425322
341, 45717710
342, 46016136
343, 46369231
344, 46757476
345, 47032627
346, 47313005
347, 47614297
