1, 17
2, 18
3, 26
4, 42
5, 56
6, 82
7, 131
8, 133
9, 171
10, 213
11, 259
12, 362
13, 426
14, 492
15, 564
16, 634
17, 719
18, 806
19, 906
20, 1013
21, 1113
22, 1118
23, 1371
24, 1523
25, 1666
26, 1770
27, 1868
28, 2008
29, 2123
30, 2248
31, 2252
32, 2459
33, 2470
34, 2630
35, 2710
36, 2771
37, 2814
38, 2873
39, 2942
40, 2996
41, 3085
42, 3160
43, 3255
44, 3349
45, 3460
46, 3564
47, 3803
48, 3993
49, 4267
50, 4611
51, 4917
52, 5414
53, 5834
54, 6475
55, 7153
56, 7967
57, 8874
58, 9985
59, 11470
60, 13192
61, 14877
62, 16826
63, 19116
64, 21926
65, 24962
66, 28450
67, 32180
68, 35699
69, 39780
70, 44528
71, 50527
72, 56414
73, 62574
74, 68490
75, 73676
76, 79614
77, 87875
78, 94681
79, 102464
80, 109842
81, 116015
82, 121873
83, 127843
84, 134812
85, 143278
86, 150537
87, 158930
88, 165082
89, 170314
90, 176188
91, 183463
92, 190319
93, 197154
94, 203922
95, 209549
96, 213528
97, 218274
98, 224855
99, 231577
100, 237420
101, 242567
102, 248063
103, 251573
104, 255785
105, 261612
106, 268115
107, 273423
108, 278973
109, 283197
110, 286754
111, 290241
112, 295727
113, 300870
114, 306030
115, 311253
116, 315430
117, 318614
118, 322377
119, 327025
120, 331803
121, 336465
122, 341712
123, 345635
124, 348649
125, 349861
126, 354103
127, 359158
128, 363716
129, 368324
130, 372348
131, 375038
132, 378111
133, 382788
134, 388221
135, 393253
136, 397834
137, 401604
138, 404341
139, 408043
140, 412817
141, 417857
142, 422497
143, 426706
144, 430820
145, 434217
146, 437632
147, 444342
148, 449489
149, 454400
150, 460465
151, 464577
152, 468588
153, 472151
154, 477368
155, 482554
156, 487239
157, 491984
158, 496446
159, 499613
160, 503289
161, 508178
162, 513124
163, 518202
164, 523126
165, 527521
166, 531009
167, 534854
168, 540822
169, 546113
170, 551512
171, 556800
172, 561617
173, 565604
174, 569514
175, 575112
176, 580556
177, 586327
178, 592996
179, 598605
180, 602672
181, 606883
182, 613055
183, 620000
184, 629904
185, 635927
186, 641479
187, 645195
188, 650372
189, 656648
190, 663268
191, 669313
192, 675479
193, 680935
194, 685255
195, 689939
196, 696527
197, 703537
198, 710022
199, 716305
200, 721716
201, 726325
202, 731630
203, 737829
204, 744401
205, 750610
206, 760752
207, 766112
208, 770368
209, 774547
210, 781401
211, 788089
212, 794151
213, 799581
214, 805145
215, 809050
216, 813557
217, 819834
218, 826078
219, 831957
220, 837467
221, 842789
222, 846845
223, 851022
224, 857437
225, 863528
226, 869207
227, 875068
228, 880028
229, 883848
230, 893223
231, 898139
232, 904234
233, 910024
234, 915873
235, 920775
236, 924481
237, 928928
238, 935356
239, 941124
240, 946597
241, 952277
242, 957546
243, 961288
244, 965391
245, 971360
246, 976969
247, 983633
248, 989520
249, 994873
250, 998561
251, 1002536
252, 1008465
253, 1014907
254, 1023615
255, 1028546
256, 1033907
257, 1037748
258, 1044695
259, 1050474
260, 1056303
261, 1062585
262, 1068735
263, 1073613
264, 1077643
265, 1081627
266, 1086911
267, 1092977
268, 1099102
269, 1105282
270, 1110886
271, 1114425
272, 1119260
273, 1125815
274, 1132474
275, 1138384
276, 1145348
277, 1151166
278, 1155374
279, 1160891
280, 1168260
281, 1175423
282, 1182506
283, 1190112
284, 1196688
285, 1201696
286, 1207800
287, 1217145
288, 1227403
289, 1235410
290, 1245065
291, 1252661
292, 1258535
293, 1265758
294, 1275751
295, 1286202
296, 1295967
297, 1305555
298, 1314636
299, 1321059
300, 1329013
301, 1340082
302, 1351513
303, 1362533
304, 1374411
305, 1383379
306, 1390573
307, 1399096
308, 1411756
309, 1423883
310, 1434772
311, 1446160
312, 1455441
313, 1462601
314, 1471481
315, 1484168
316, 1496761
317, 1509330
318, 1521829
319, 1532109
320, 1539543
321, 1548266
322, 1560552
323, 1573266
324, 1585959
325, 1598984
326, 1609523
327, 1616980
328, 1626156
329, 1640091
330, 1653807
331, 1667221
332, 1679985
333, 1690752
334, 1698663
335, 1708328
336, 1722634
337, 1736435
338, 1748068
339, 1756642
340, 1764035
341, 1771437
342, 1781192
343, 1796354
344, 1811612
345, 1824748
346, 1834415
347, 1842843
348, 1850178
349, 1860331
350, 1875642
351, 1890697
352, 1905615
353, 1920764
354, 1933561
355, 1941908
356, 1952224
357, 1969329
358, 1986031
359, 2001387
360, 2016503
361, 2029775
362, 2038408
363, 2047813
364, 2064394
365, 2082298
366, 2099063
367, 2115070
368, 2128362
369, 2137329
370, 2148091
371, 2165424
372, 2182097
373, 2199135
374, 2214060
375, 2227630
376, 2235607
377, 2245806
378, 2260686
379, 2276388
380, 2288929
381, 2305435
382, 2315531
383, 2323447
384, 2331769
385, 2347305
386, 2360723
387, 2374168
388, 2386627
389, 2396423
390, 2402752
391, 2409638
392, 2420536
393, 2431877
394, 2443202
395, 2454271
396, 2462764
397, 2468609
398, 2475534
399, 2486711
400, 2498707
401, 2508791
402, 2519080
403, 2527212
404, 2532611
405, 2539834
406, 2550264
407, 2561340
408, 2571115
409, 2581128
410, 2588957
411, 2594219
412, 2601079
413, 2611054
414, 2620742
415, 2630504
416, 2640134
417, 2648859
418, 2654356
419, 2661167
420, 2671039
421, 2681111
422, 2691639
423, 2701986
424, 2710067
425, 2715876
426, 2723214
427, 2734291
428, 2743956
429, 2755443
430, 2767631
431, 2777421
432, 2783885
433, 2791836
434, 2803397
435, 2815659
436, 2827035
